trial,mode,scenario,display_name,expected_poia_denial_reason,accepted,attack_success,correct_rejection,incorrect_acceptance,reason
46,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
47,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
47,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
48,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
48,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
49,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
49,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
50,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
50,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
51,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
51,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
52,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
52,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
53,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
53,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
54,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
54,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
55,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
55,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
56,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
56,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
57,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
57,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
58,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
58,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
59,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
59,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
60,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
60,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
1,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
1,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
2,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
2,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
3,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
3,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
4,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
4,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
5,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
5,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
6,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
6,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
7,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
7,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
8,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
8,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
9,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
9,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
10,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
10,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
11,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
11,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
12,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
12,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
13,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
13,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
14,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
14,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
15,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
15,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
16,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
16,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
17,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
17,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
18,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
18,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
19,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
19,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
20,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
20,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
21,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
21,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
22,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
22,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
23,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
23,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
24,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
24,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
25,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
25,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
26,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
26,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
27,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
27,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
28,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
28,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
29,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
29,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
30,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
30,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
31,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
31,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
32,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
32,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
33,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
33,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
34,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
34,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
35,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
35,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
36,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
36,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
37,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
37,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
38,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
38,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
39,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
39,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
40,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
40,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
41,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
41,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
42,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
42,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
43,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
43,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
44,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
44,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
45,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
45,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
46,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
46,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
47,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
47,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
48,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
48,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
49,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
49,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
50,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
50,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
51,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
51,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
52,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
52,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
53,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
53,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
54,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
54,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
55,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
55,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
56,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
56,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
57,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
57,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
58,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
58,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
59,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
59,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
60,baseline,intent_substitution,Intent substitution,semantic_mismatch,True,True,False,True,session_only_authorized
60,poia,intent_substitution,Intent substitution,semantic_mismatch,False,False,True,False,semantic_mismatch
1,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
1,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
2,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
2,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
3,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
3,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
4,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
4,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
5,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
5,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
6,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
6,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
7,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
7,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
8,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
8,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
9,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
9,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
10,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
10,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
11,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
11,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
12,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
12,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
13,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
13,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
14,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
14,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
15,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
15,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
16,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
16,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
17,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
17,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
18,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
18,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
19,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
19,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
20,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
20,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
21,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
21,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
22,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
22,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
23,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
23,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
24,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
24,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
25,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
25,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
26,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
26,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
27,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
27,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
28,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
28,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
29,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
29,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
30,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
30,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
31,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
31,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
32,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
32,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
33,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
33,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
34,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
34,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
35,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
35,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
36,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
36,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
37,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
37,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
38,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
38,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
39,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
39,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
40,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
40,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
41,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
41,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
42,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
42,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
43,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
43,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
44,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
44,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
45,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
45,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
46,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
46,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
47,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
47,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
48,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
48,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
49,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
49,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
50,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
50,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
51,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
51,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
52,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
52,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
53,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
53,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
54,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
54,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
55,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
55,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
56,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
56,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
57,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
57,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
58,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
58,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
59,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
59,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
60,baseline,scope_tampering,Scope tampering,semantic_mismatch,True,True,False,True,session_only_authorized
60,poia,scope_tampering,Scope tampering,semantic_mismatch,False,False,True,False,semantic_mismatch
1,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
1,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
2,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
2,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
3,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
3,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
4,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
4,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
5,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
5,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
6,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
6,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
7,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
7,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
8,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
8,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
9,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
9,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
10,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
10,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
11,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
11,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
12,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
12,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
13,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
13,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
14,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
14,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
15,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
15,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
16,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
16,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
17,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
17,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
18,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
18,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
19,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
19,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
20,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
20,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
21,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
21,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
22,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
22,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
23,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
23,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
24,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
24,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
25,baseline,context_substitution,Context substitution,context_mismatch,True,True,False,True,session_only_authorized
25,poia,context_substitution,Context substitution,context_mismatch,False,False,True,False,context_mismatch
